,0,1,2
0,-6495522842500936903,240.22775510204082,songs/coldplay_the_scientist.wav
1,3900038078405852401,240.22775510204082,songs/coldplay_the_scientist.wav
2,251651012133003777,240.22775510204082,songs/coldplay_the_scientist.wav
3,1773597305966559467,240.22775510204082,songs/coldplay_the_scientist.wav
4,-6495522842500936903,227.27356009070294,songs/coldplay_the_scientist.wav
5,-8606438337467118265,227.27356009070294,songs/coldplay_the_scientist.wav
6,4152210413287922715,227.27356009070294,songs/coldplay_the_scientist.wav
7,-857420017276261509,227.27356009070294,songs/coldplay_the_scientist.wav
8,-5032287855048577187,226.04816326530613,songs/coldplay_the_scientist.wav
9,-2420583232661536841,226.04816326530613,songs/coldplay_the_scientist.wav
10,165237280144251377,226.04816326530613,songs/coldplay_the_scientist.wav
11,-6375371381812718059,226.04816326530613,songs/coldplay_the_scientist.wav
12,-1746830446593954765,226.04816326530613,songs/coldplay_the_scientist.wav
13,-331352410559647175,157.0758276643991,songs/coldplay_the_scientist.wav
14,1402175302992763685,157.0758276643991,songs/coldplay_the_scientist.wav
15,-7544787674205025725,157.0758276643991,songs/coldplay_the_scientist.wav
16,-4095583411529399317,157.0758276643991,songs/coldplay_the_scientist.wav
17,7122552150559963727,157.0758276643991,songs/coldplay_the_scientist.wav
18,-7172857631523687209,157.0758276643991,songs/coldplay_the_scientist.wav
19,-7864311135148911123,157.0758276643991,songs/coldplay_the_scientist.wav
20,-8929765350079676745,144.73433106575965,songs/coldplay_the_scientist.wav
21,3964840017701017035,144.73433106575965,songs/coldplay_the_scientist.wav
22,8179981129113014491,144.73433106575965,songs/coldplay_the_scientist.wav
23,-7569374685755430191,144.73433106575965,songs/coldplay_the_scientist.wav
24,7122552150559963727,144.73433106575965,songs/coldplay_the_scientist.wav
25,-4451157079876532531,144.73433106575965,songs/coldplay_the_scientist.wav
26,-7367369136564192567,118.2132426303855,songs/coldplay_the_scientist.wav
27,4844371054176566313,118.2132426303855,songs/coldplay_the_scientist.wav
28,5566429217529131419,118.2132426303855,songs/coldplay_the_scientist.wav
29,1791351650986966341,118.2132426303855,songs/coldplay_the_scientist.wav
30,-139134017543712817,118.2132426303855,songs/coldplay_the_scientist.wav
31,4875688715918304363,118.2132426303855,songs/coldplay_the_scientist.wav
32,4097981581548545203,242.15337868480725,songs/coldplay_the_scientist.wav
33,-3091080069146973085,242.15337868480725,songs/coldplay_the_scientist.wav
34,-6495522842500936903,214.4944217687075,songs/coldplay_the_scientist.wav
35,1715306390216860831,214.4944217687075,songs/coldplay_the_scientist.wav
36,-4975581423711893171,214.4944217687075,songs/coldplay_the_scientist.wav
37,-8606438337467118265,214.4944217687075,songs/coldplay_the_scientist.wav
38,-857420017276261509,214.4944217687075,songs/coldplay_the_scientist.wav
39,8648854476523289991,169.76743764172335,songs/coldplay_the_scientist.wav
40,-2753916979243244943,169.76743764172335,songs/coldplay_the_scientist.wav
41,-2281133036971603069,169.76743764172335,songs/coldplay_the_scientist.wav
42,-7982020909874619813,169.76743764172335,songs/coldplay_the_scientist.wav
43,8593356013275452949,169.76743764172335,songs/coldplay_the_scientist.wav
44,-7582182384587653629,217.29532879818595,songs/coldplay_the_scientist.wav
45,7004257631010059227,217.29532879818595,songs/coldplay_the_scientist.wav
46,8033942611303968631,217.29532879818595,songs/coldplay_the_scientist.wav
47,-8002826568709674777,115.32480725623583,songs/coldplay_the_scientist.wav
48,-8400566868387741247,115.32480725623583,songs/coldplay_the_scientist.wav
49,-5918798512487135881,115.32480725623583,songs/coldplay_the_scientist.wav
50,8047538615845459621,115.32480725623583,songs/coldplay_the_scientist.wav
51,7710613402778611761,115.32480725623583,songs/coldplay_the_scientist.wav
52,2092903449874414559,115.32480725623583,songs/coldplay_the_scientist.wav
53,-1491774365330982065,115.32480725623583,songs/coldplay_the_scientist.wav
54,2980520184538976297,156.02548752834468,songs/coldplay_the_scientist.wav
55,-976490355634353707,156.02548752834468,songs/coldplay_the_scientist.wav
56,-8479559770088238711,156.02548752834468,songs/coldplay_the_scientist.wav
57,-7569374685755430191,173.44362811791385,songs/coldplay_the_scientist.wav
58,-4095583411529399317,173.44362811791385,songs/coldplay_the_scientist.wav
59,-7950280685127890649,154.27492063492065,songs/coldplay_the_scientist.wav
60,-2734390722759866667,154.27492063492065,songs/coldplay_the_scientist.wav
61,-1800730795026259909,154.27492063492065,songs/coldplay_the_scientist.wav
62,-6965271058616383139,216.0699319727891,songs/coldplay_the_scientist.wav
63,-2777969121178238271,216.0699319727891,songs/coldplay_the_scientist.wav
64,5669717956218404767,216.0699319727891,songs/coldplay_the_scientist.wav
65,1236065680244152547,216.0699319727891,songs/coldplay_the_scientist.wav
66,-331352410559647175,212.91891156462586,songs/coldplay_the_scientist.wav
67,-7544787674205025725,212.91891156462586,songs/coldplay_the_scientist.wav
68,-7172857631523687209,212.91891156462586,songs/coldplay_the_scientist.wav
69,2476095907022335721,212.91891156462586,songs/coldplay_the_scientist.wav
70,-7864311135148911123,212.91891156462586,songs/coldplay_the_scientist.wav
71,-6398323957804019969,103.68353741496598,songs/coldplay_the_scientist.wav
72,4289481609054551191,103.68353741496598,songs/coldplay_the_scientist.wav
73,-8032677830053461375,103.68353741496598,songs/coldplay_the_scientist.wav
74,7039561260450867743,183.77197278911564,songs/coldplay_the_scientist.wav
75,6329704498775659767,183.77197278911564,songs/coldplay_the_scientist.wav
76,-5272495936742379969,183.77197278911564,songs/coldplay_the_scientist.wav
77,-5071151870708035407,183.77197278911564,songs/coldplay_the_scientist.wav
78,6582451926372789679,183.77197278911564,songs/coldplay_the_scientist.wav
79,-7090995564747389265,183.77197278911564,songs/coldplay_the_scientist.wav
80,-2557824053857022899,183.77197278911564,songs/coldplay_the_scientist.wav
81,6533465549921809831,169.24226757369615,songs/coldplay_the_scientist.wav
82,-3693593786076870043,169.24226757369615,songs/coldplay_the_scientist.wav
83,4312128945096843657,203.55337868480726,songs/coldplay_the_scientist.wav
84,7723342101555997621,203.55337868480726,songs/coldplay_the_scientist.wav
85,-8032677830053461375,203.55337868480726,songs/coldplay_the_scientist.wav
86,-6495522842500936903,252.9193650793651,songs/coldplay_the_scientist.wav
87,-7421627610057683501,252.9193650793651,songs/coldplay_the_scientist.wav
88,1298220315405643361,252.9193650793651,songs/coldplay_the_scientist.wav
89,2683875023638787881,252.9193650793651,songs/coldplay_the_scientist.wav
90,-1426073772488947937,159.35156462585033,songs/coldplay_the_scientist.wav
91,1029926976741282335,159.35156462585033,songs/coldplay_the_scientist.wav
92,44604864795802867,159.35156462585033,songs/coldplay_the_scientist.wav
93,7478041112533452299,159.35156462585033,songs/coldplay_the_scientist.wav
94,-2595122335031658779,46.177414965986394,songs/coldplay_the_scientist.wav
95,3740379617984287007,46.177414965986394,songs/coldplay_the_scientist.wav
96,1080855896557115989,46.177414965986394,songs/coldplay_the_scientist.wav
97,-5423016341102976829,46.177414965986394,songs/coldplay_the_scientist.wav
98,-7569374685755430191,46.177414965986394,songs/coldplay_the_scientist.wav
99,-4451157079876532531,46.177414965986394,songs/coldplay_the_scientist.wav
100,-2470696871392053765,58.60643990929705,songs/coldplay_the_scientist.wav
101,-139134017543712817,58.60643990929705,songs/coldplay_the_scientist.wav
102,8671953040638911561,58.60643990929705,songs/coldplay_the_scientist.wav
103,770952168168276571,58.60643990929705,songs/coldplay_the_scientist.wav
104,-8200879002596714133,58.60643990929705,songs/coldplay_the_scientist.wav
105,4312128945096843657,229.7243537414966,songs/coldplay_the_scientist.wav
106,7723342101555997621,229.7243537414966,songs/coldplay_the_scientist.wav
107,-6283054085362961317,229.7243537414966,songs/coldplay_the_scientist.wav
108,-5826909138114494407,60.9697052154195,songs/coldplay_the_scientist.wav
109,8112630075226470575,60.9697052154195,songs/coldplay_the_scientist.wav
110,-1826220013617402275,60.9697052154195,songs/coldplay_the_scientist.wav
111,-177104913012323817,228.84907029478458,songs/coldplay_the_scientist.wav
112,4882768794538885345,228.84907029478458,songs/coldplay_the_scientist.wav
113,-5496609830498632753,228.84907029478458,songs/coldplay_the_scientist.wav
114,-5386113858841902035,228.84907029478458,songs/coldplay_the_scientist.wav
115,4946873331657078207,228.84907029478458,songs/coldplay_the_scientist.wav
116,7909772239660856275,71.47310657596371,songs/coldplay_the_scientist.wav
117,-3621800581131763169,71.47310657596371,songs/coldplay_the_scientist.wav
118,-4896649709111541149,71.47310657596371,songs/coldplay_the_scientist.wav
119,1001339454718088159,239.1774149659864,songs/coldplay_the_scientist.wav
120,-331352410559647175,239.1774149659864,songs/coldplay_the_scientist.wav
121,-5423016341102976829,239.1774149659864,songs/coldplay_the_scientist.wav
122,-7544787674205025725,239.1774149659864,songs/coldplay_the_scientist.wav
123,-7569374685755430191,239.1774149659864,songs/coldplay_the_scientist.wav
124,-4831287350218724311,239.1774149659864,songs/coldplay_the_scientist.wav
125,3352055823266537319,239.1774149659864,songs/coldplay_the_scientist.wav
126,5705859933096081897,32.960634920634924,songs/coldplay_the_scientist.wav
127,1937681287212944397,32.960634920634924,songs/coldplay_the_scientist.wav
128,1001339454718088159,32.960634920634924,songs/coldplay_the_scientist.wav
129,-1672030822696366465,180.44589569161,songs/coldplay_the_scientist.wav
130,5804141359770092453,180.44589569161,songs/coldplay_the_scientist.wav
131,672627736463040671,113.57424036281179,songs/coldplay_the_scientist.wav
132,4936257652907698611,113.57424036281179,songs/coldplay_the_scientist.wav
133,3433023533749044205,113.57424036281179,songs/coldplay_the_scientist.wav
134,-8032677830053461375,154.09986394557822,songs/coldplay_the_scientist.wav
135,9184077237808173257,154.09986394557822,songs/coldplay_the_scientist.wav
136,-1817029947863038693,154.09986394557822,songs/coldplay_the_scientist.wav
137,7723342101555997621,154.09986394557822,songs/coldplay_the_scientist.wav
138,6592811916571136103,127.31619047619047,songs/coldplay_the_scientist.wav
139,9189395487657920941,127.31619047619047,songs/coldplay_the_scientist.wav
140,-770357700852440619,127.31619047619047,songs/coldplay_the_scientist.wav
141,-3853128463954037733,127.31619047619047,songs/coldplay_the_scientist.wav
142,-331352410559647175,16.855419501133788,songs/coldplay_the_scientist.wav
143,1402175302992763685,16.855419501133788,songs/coldplay_the_scientist.wav
144,-7544787674205025725,16.855419501133788,songs/coldplay_the_scientist.wav
145,4892896067515627309,16.855419501133788,songs/coldplay_the_scientist.wav
146,2399111331073635747,16.855419501133788,songs/coldplay_the_scientist.wav
147,4313267356378137995,189.54884353741497,songs/coldplay_the_scientist.wav
148,-1867641684622841855,189.54884353741497,songs/coldplay_the_scientist.wav
149,453650943430408809,189.54884353741497,songs/coldplay_the_scientist.wav
150,-4828409090003817363,189.54884353741497,songs/coldplay_the_scientist.wav
151,5205221211558196389,189.54884353741497,songs/coldplay_the_scientist.wav
152,-3079546569082805231,110.94839002267574,songs/coldplay_the_scientist.wav
153,6149350798489312595,110.94839002267574,songs/coldplay_the_scientist.wav
154,-2948928198761117403,110.94839002267574,songs/coldplay_the_scientist.wav
155,7612040226290620655,110.94839002267574,songs/coldplay_the_scientist.wav
156,-7659702282361758589,110.94839002267574,songs/coldplay_the_scientist.wav
157,4312128945096843657,216.68263038548753,songs/coldplay_the_scientist.wav
158,-5580325483309921251,216.68263038548753,songs/coldplay_the_scientist.wav
159,9184077237808173257,216.68263038548753,songs/coldplay_the_scientist.wav
160,-7785695923359249659,216.68263038548753,songs/coldplay_the_scientist.wav
161,-7582182384587653629,230.33705215419502,songs/coldplay_the_scientist.wav
162,-8898139923633951031,230.33705215419502,songs/coldplay_the_scientist.wav
163,-5539440076515138403,230.33705215419502,songs/coldplay_the_scientist.wav
164,6837898893222215809,75.2368253968254,songs/coldplay_the_scientist.wav
165,-4488644706683986667,75.2368253968254,songs/coldplay_the_scientist.wav
166,1094982757508742941,75.2368253968254,songs/coldplay_the_scientist.wav
167,-158720555555277183,140.35791383219956,songs/coldplay_the_scientist.wav
168,-8443785605997410953,140.35791383219956,songs/coldplay_the_scientist.wav
169,-5860782762972056423,140.35791383219956,songs/coldplay_the_scientist.wav
170,-5232079956778110923,140.35791383219956,songs/coldplay_the_scientist.wav
171,-7332435840158401645,140.35791383219956,songs/coldplay_the_scientist.wav
172,7383432394915478737,140.35791383219956,songs/coldplay_the_scientist.wav
173,5847173963939319037,148.41052154195012,songs/coldplay_the_scientist.wav
174,-7659702282361758589,148.41052154195012,songs/coldplay_the_scientist.wav
175,-2470696871392053765,101.84544217687075,songs/coldplay_the_scientist.wav
176,-2533734554162305593,101.84544217687075,songs/coldplay_the_scientist.wav
177,-2631657574674128579,101.84544217687075,songs/coldplay_the_scientist.wav
178,-139134017543712817,101.84544217687075,songs/coldplay_the_scientist.wav
179,-6711259754427697385,101.84544217687075,songs/coldplay_the_scientist.wav
180,828208450484321393,101.84544217687075,songs/coldplay_the_scientist.wav
181,8671953040638911561,101.84544217687075,songs/coldplay_the_scientist.wav
182,-271207709703616163,101.84544217687075,songs/coldplay_the_scientist.wav
183,-8929765350079676745,133.3556462585034,songs/coldplay_the_scientist.wav
184,7392148180097681423,133.3556462585034,songs/coldplay_the_scientist.wav
185,7685059453831794585,133.3556462585034,songs/coldplay_the_scientist.wav
186,2001161946486180729,133.3556462585034,songs/coldplay_the_scientist.wav
187,-7247387700892733537,133.3556462585034,songs/coldplay_the_scientist.wav
188,6149350798489312595,132.21777777777777,songs/coldplay_the_scientist.wav
189,8337133974557900223,132.21777777777777,songs/coldplay_the_scientist.wav
190,3694661172734993883,132.21777777777777,songs/coldplay_the_scientist.wav
